Family,Genome,Protein,Genus,Species,Classifier
CBM19,GCA_012656165.1,KAF4266583.1,Aspergillus,fumigatus,dbCAN
GT34,GCA_003615155.1,RKL10829.1,Fusarium,oxysporum,dbCAN
GH17,GCA_012656125.1,KAF4279222.1,Aspergillus,fumigatus,dbCAN
AA8,GCA_003615155.1,RKL00456.1,Fusarium,oxysporum,dbCAN
GH37,GCA_900044135.1,CEF75196.1,Fusarium,graminearum,CAZy
GH3,GCA_000509505.1,ETM00046.1,Phytophthora,parasitica,dbCAN
GH36,GCA_002894145.1,PNP58567.1,Trichoderma,harzianum,dbCAN
GH16,GCA_004346965.1,QBZ54687.1,Magnaporthe,oryzae,CAZy
AA3,GCA_900029915.1,CVK98818.1,Fusarium,proliferatum,dbCAN
GH76,GCA_004346965.1,QBZ65953.1,Magnaporthe,oryzae,CAZy
AA6,GCA_004346965.1,QBZ56388.1,Magnaporthe,oryzae,CAZy
PL26,GCA_900029915.1,CVL12874.1,Fusarium,proliferatum,dbCAN
CBM5,GCA_012295175.1,KAF4031718.1,Phytophthora,infestans,dbCAN
GH18,GCA_003615165.1,RKL03176.1,Fusarium,oxysporum,dbCAN
AA3,GCA_000509465.1,ETK79450.1,Phytophthora,parasitica,dbCAN
GH28,GCA_012656165.1,KAF4258220.1,Aspergillus,fumigatus,dbCAN
GT41,GCA_900044135.1,SCB64326.1,Fusarium,graminearum,CAZy
GT20,GCA_003615155.1,RKL19895.1,Fusarium,oxysporum,dbCAN
GH43,GCA_012656115.1,KAF4287528.1,Aspergillus,fumigatus,dbCAN
GH139,GCA_003615165.1,RKL02326.1,Fusarium,oxysporum,dbCAN
GH128,GCA_900248155.1,SPB51217.1,Aspergillus,niger,dbCAN
AA7,GCF_000002855.3,XP_001400932.1,Aspergillus,niger,dbCAN
GH55,GCA_012656125.1,KAF4280224.1,Aspergillus,fumigatus,dbCAN
GH2,GCA_002234955.1,OXN25914.1,Aspergillus,fumigatus,dbCAN
GH93,GCA_900096695.1,SCO76737.1,Fusarium,oxysporum,dbCAN
GT1,GCA_003615165.1,RKK91146.1,Fusarium,oxysporum,dbCAN
CBM38,GCA_003615165.1,RKL03582.1,Fusarium,oxysporum,dbCAN
GT4,GCA_900080155.1,SAM81704.1,Ustilago,bromivora,CAZy
GH17,GCF_000149755.1,XP_009518611.1,Phytophthora,sojae,dbCAN
CE4,GCA_002838845.1,PKK48927.1,Trichoderma,harzianum,dbCAN
GH88,GCF_000002855.3,XP_001388574.1,Aspergillus,niger,dbCAN
GH17,GCA_012295175.1,KAF4033808.1,Phytophthora,infestans,dbCAN
GT39,GCA_002838845.1,PKK42857.1,Trichoderma,harzianum,dbCAN
AA1,GCF_003025115.1,XP_024751458.1,Trichoderma,citrinoviride,dbCAN
GH81,GCA_012552325.1,KAF4128123.1,Phytophthora,infestans,dbCAN
GH28,GCA_900248155.1,SPB53190.1,Aspergillus,niger,dbCAN
GH131,GCA_003615215.1,RKL30096.1,Fusarium,proliferatum,dbCAN
GH13,GCA_002234985.1,OXN05595.1,Aspergillus,fumigatus,dbCAN
GH7,GCA_900074885.1,CZS96657.1,Rhynchosporium,commune,dbCAN
CBM18,GCF_003025115.1,XP_024751980.1,Trichoderma,citrinoviride,dbCAN
GH18,GCA_004346965.1,QBZ57911.1,Magnaporthe,oryzae,CAZy
GH39,GCA_003615115.1,RKK83768.1,Fusarium,oxysporum,dbCAN
CBM1,GCA_012656185.1,KAF4260317.1,Aspergillus,fumigatus,dbCAN
CE0,GCA_012656125.1,KAF4284500.1,Aspergillus,fumigatus,dbCAN
AA14,GCA_012656115.1,KAF4288977.1,Aspergillus,fumigatus,dbCAN
PL1,GCA_000509525.1,ETM32019.1,Phytophthora,parasitica,dbCAN
GT1,GCA_900080155.1,SAM81852.1,Ustilago,bromivora,CAZy
GT1,GCA_012656165.1,KAF4275858.1,Aspergillus,fumigatus,dbCAN
CBM35,GCA_002234985.1,OXN02116.1,Aspergillus,fumigatus,dbCAN
GT17,GCA_003615185.1,RKL48280.1,Fusarium,oxysporum,dbCAN
GH43,GCA_012656115.1,KAF4283729.1,Aspergillus,fumigatus,dbCAN
GH114,GCA_900096695.1,SCO91564.1,Fusarium,oxysporum,dbCAN
GT8,GCA_900096695.1,SCO77949.1,Fusarium,oxysporum,dbCAN
GH3,GCA_012656185.1,KAF4257053.1,Aspergillus,fumigatus,dbCAN
CBM1,GCA_900044135.1,CEF75826.1,Fusarium,graminearum,dbCAN
CE12,GCA_900044135.1,CEF88493.1,Fusarium,graminearum,CAZy
CBM63,GCA_900044135.1,CEF78987.1,Fusarium,graminearum,CAZy
AA1,GCA_012295175.1,KAF4032355.1,Phytophthora,infestans,dbCAN
GH16,GCF_000002855.3,XP_001399534.2,Aspergillus,niger,dbCAN
CBM1,GCF_003025115.1,XP_024750295.1,Trichoderma,citrinoviride,dbCAN
PL3,GCA_000509485.1,ETL45721.1,Phytophthora,parasitica,dbCAN
GH5,GCF_900000015.1,XP_024576736.1,Plasmopara,halstedii,dbCAN
GT1,GCA_003615155.1,RKK82793.1,Fusarium,oxysporum,dbCAN
GT20,GCA_002234985.1,OXN02798.1,Aspergillus,fumigatus,dbCAN
GH3,GCF_000149755.1,XP_009520232.1,Phytophthora,sojae,dbCAN
PL3,GCF_000149755.1,XP_009522006.1,Phytophthora,sojae,dbCAN
GH28,GCA_003615215.1,RKL43165.1,Fusarium,proliferatum,dbCAN
AA1,GCF_003025115.1,XP_024748006.1,Trichoderma,citrinoviride,dbCAN
GT1,GCA_002352725.1,PCD24034.1,Fusarium,graminearum,dbCAN
GH72,GCA_012656185.1,KAF4267793.1,Aspergillus,fumigatus,dbCAN
CE8,GCA_012552325.1,KAF4130949.1,Phytophthora,infestans,dbCAN
GT32,GCA_003615185.1,RKL44787.1,Fusarium,oxysporum,dbCAN
GH16,GCA_000509485.1,ETL45601.1,Phytophthora,parasitica,dbCAN
AA9,GCA_003615155.1,RKL19189.1,Fusarium,oxysporum,dbCAN
CE16,GCA_012656215.1,KAF4277974.1,Aspergillus,fumigatus,dbCAN
GT34,GCA_012656115.1,KAF4293529.1,Aspergillus,fumigatus,dbCAN
CE3,GCA_003615185.1,RKL48121.1,Fusarium,oxysporum,dbCAN
AA1,GCA_900074895.1,CZT48876.1,Rhynchosporium,secalis,dbCAN
GH43,GCA_900044135.1,CEF76293.1,Fusarium,graminearum,CAZy
AA1,GCF_003025115.1,XP_024747827.1,Trichoderma,citrinoviride,dbCAN
GT24,GCA_900044135.1,CEF85276.1,Fusarium,graminearum,dbCAN
GT25,GCA_002234955.1,OXN26601.1,Aspergillus,fumigatus,dbCAN
GT2,GCF_000002855.3,XP_001396084.1,Aspergillus,niger,dbCAN
PL1,GCA_012656215.1,KAF4252811.1,Aspergillus,fumigatus,dbCAN
GH6,GCF_000002855.3,XP_001392295.2,Aspergillus,niger,dbCAN
AA9,GCA_012656185.1,KAF4268973.1,Aspergillus,fumigatus,dbCAN
GH36,GCA_000988865.1,KKP03258.1,Trichoderma,harzianum,dbCAN
CBM1,GCA_002894145.1,PNP59006.1,Trichoderma,harzianum,dbCAN
PL1,GCA_002234955.1,OXN19723.1,Aspergillus,fumigatus,dbCAN
CE5,GCA_003615155.1,RKL14039.1,Fusarium,oxysporum,dbCAN
AA6,GCA_000509465.1,ETK91506.1,Phytophthora,parasitica,dbCAN
PL1,GCA_001515345.1,GAQ45531.1,Aspergillus,niger,dbCAN
CBM13,GCA_000509485.1,ETL24464.1,Phytophthora,parasitica,dbCAN
GH31,GCA_000599445.1,EYB26875.1,Fusarium,graminearum,dbCAN
GH11,GCA_003615185.1,RKL38667.1,Fusarium,oxysporum,dbCAN
GH18,GCA_003615115.1,RKK71893.1,Fusarium,oxysporum,dbCAN
CBM18,GCF_004355905.1,XP_030976721.1,Magnaporthe,grisea,dbCAN
GT90,GCA_012656125.1,KAF4276724.1,Aspergillus,fumigatus,dbCAN
GT32,GCA_002894145.1,PNP48994.1,Trichoderma,harzianum,dbCAN
GH5,GCF_004355905.1,XP_030982361.1,Magnaporthe,grisea,dbCAN
GH11,GCA_003615115.1,RKK82327.1,Fusarium,oxysporum,dbCAN
GH16,GCA_900044135.1,CEF76078.1,Fusarium,graminearum,CAZy
GT21,GCA_900044135.1,CEF88776.1,Fusarium,graminearum,CAZy
CE5,GCA_000599445.1,EYB24245.1,Fusarium,graminearum,dbCAN
CE9,GCA_001515345.1,GAQ43566.1,Aspergillus,niger,dbCAN
GH38,GCA_900080155.1,SAM61038.1,Ustilago,bromivora,dbCAN
GH39,GCA_012656215.1,KAF4255832.1,Aspergillus,fumigatus,dbCAN
CE8,GCA_900248155.1,SPB47646.1,Aspergillus,niger,dbCAN
GH3,GCA_012656125.1,KAF4286574.1,Aspergillus,fumigatus,dbCAN
PL8,GCA_002894145.1,PNP59580.1,Trichoderma,harzianum,dbCAN
GT62,GCA_000509465.1,ETK86889.1,Phytophthora,parasitica,dbCAN
CBM48,GCA_900074895.1,CZT48980.1,Rhynchosporium,secalis,dbCAN
GT24,GCA_900096695.1,SCO81747.1,Fusarium,oxysporum,dbCAN
GH5,GCA_002352725.1,PCD20427.1,Fusarium,graminearum,dbCAN
AA8,GCA_900044135.1,CEF74629.1,Fusarium,graminearum,CAZy
PL1,GCA_000509485.1,ETL27506.1,Phytophthora,parasitica,dbCAN
CE8,GCA_012656215.1,KAF4251023.1,Aspergillus,fumigatus,dbCAN
GH64,GCA_003290285.1,RBA09762.1,Fusarium,proliferatum,dbCAN
GT22,GCA_012656165.1,KAF4268657.1,Aspergillus,fumigatus,dbCAN
GH43,GCA_003615185.1,RKL17763.1,Fusarium,oxysporum,dbCAN
GH72,GCA_900074905.1,CZS89636.1,Rhynchosporium,agropyri,dbCAN
GT15,GCF_000002855.3,XP_001398676.1,Aspergillus,niger,dbCAN
GH18,GCA_900080155.1,SAM84060.1,Ustilago,bromivora,dbCAN
AA7,GCA_900044135.1,CEF79461.1,Fusarium,graminearum,dbCAN
GH5,GCA_000988865.1,KKP04478.1,Trichoderma,harzianum,dbCAN
AA3,GCA_012295175.1,KAF4037989.1,Phytophthora,infestans,dbCAN
GH134,GCA_012656215.1,KAF4262283.1,Aspergillus,fumigatus,dbCAN
GH16,GCA_900044135.1,CEF74534.1,Fusarium,graminearum,CAZy
GH36,GCA_002234955.1,OXN29982.1,Aspergillus,fumigatus,dbCAN
GH5,GCA_003615155.1,RKK92876.1,Fusarium,oxysporum,dbCAN
AA8,GCA_900044135.1,CEF78601.1,Fusarium,graminearum,CAZy
GH16,GCA_900080155.1,SAM64974.1,Ustilago,bromivora,dbCAN
CBM32,GCA_002352725.1,PCD18133.1,Fusarium,graminearum,dbCAN
GH27,GCA_003290285.1,RBA15598.1,Fusarium,proliferatum,dbCAN
GT25,GCF_000002855.3,XP_001394212.2,Aspergillus,niger,dbCAN
GT59,GCA_004346965.1,QBZ64749.1,Magnaporthe,oryzae,CAZy
GT1,GCA_012656165.1,KAF4275386.1,Aspergillus,fumigatus,dbCAN
GH63,GCA_004346965.1,QBZ64685.1,Magnaporthe,oryzae,dbCAN
PL1,GCA_000509465.1,ETK78211.1,Phytophthora,parasitica,dbCAN
CE1,GCF_000002855.3,XP_001395336.1,Aspergillus,niger,dbCAN
GH145,GCA_002352725.1,PCD34028.1,Fusarium,graminearum,dbCAN
GH16,GCA_900074895.1,CZT53411.1,Rhynchosporium,secalis,dbCAN
AA9,GCA_001515345.1,GAQ38325.1,Aspergillus,niger,dbCAN
GH28,GCA_900248155.1,SPB47654.1,Aspergillus,niger,dbCAN
GH36,GCA_003615215.1,RKL24844.1,Fusarium,proliferatum,dbCAN
CE1,GCA_002211485.2,TPR06085.1,Aspergillus,niger,dbCAN
GH17,GCA_002352725.1,PCD29701.1,Fusarium,graminearum,dbCAN
CBM67,GCA_003615185.1,RKL12934.1,Fusarium,oxysporum,dbCAN
GH38,GCA_002838845.1,PKK50834.1,Trichoderma,harzianum,dbCAN
GH18,GCA_000988865.1,KKP07073.1,Trichoderma,harzianum,dbCAN
PL9,GCA_002352725.1,PCD34297.1,Fusarium,graminearum,dbCAN
GH16,GCA_002838845.1,PKK42908.1,Trichoderma,harzianum,dbCAN
GH3,GCA_003615165.1,RKL01079.1,Fusarium,oxysporum,dbCAN
CE1,GCF_004355905.1,XP_030987332.1,Magnaporthe,grisea,dbCAN
GH132,GCA_900029915.1,CVL11085.1,Fusarium,proliferatum,dbCAN
GH18,GCA_900044135.1,CEF74420.1,Fusarium,graminearum,CAZy
GH10,GCA_000509525.1,ETM33643.1,Phytophthora,parasitica,dbCAN
GH115,GCA_900074905.1,CZS90064.1,Rhynchosporium,agropyri,dbCAN
GH32,GCA_003615165.1,RKL03582.1,Fusarium,oxysporum,dbCAN
GH32,GCA_003615215.1,RKL44128.1,Fusarium,proliferatum,dbCAN
GH18,GCA_000599445.1,EYB33882.1,Fusarium,graminearum,dbCAN
CBM20,GCF_004355905.1,XP_030979817.1,Magnaporthe,grisea,dbCAN
GT62,GCA_002352725.1,PCD28172.1,Fusarium,graminearum,dbCAN
GH7,GCA_000509485.1,ETL48594.1,Phytophthora,parasitica,dbCAN
GH3,GCA_004346965.1,QBZ56188.1,Magnaporthe,oryzae,CAZy
GT71,GCF_900000015.1,XP_024578948.1,Plasmopara,halstedii,dbCAN
AA9,GCA_000599445.1,EYB25072.1,Fusarium,graminearum,dbCAN
AA3,GCA_012656165.1,KAF4272835.1,Aspergillus,fumigatus,dbCAN
GT61,GCA_004346965.1,QBZ60027.1,Magnaporthe,oryzae,CAZy
GT50,GCA_002234955.1,OXN25189.1,Aspergillus,fumigatus,dbCAN
GT8,GCA_900096695.1,SCO88687.1,Fusarium,oxysporum,dbCAN
GH16,GCA_003615115.1,RKK67606.1,Fusarium,oxysporum,dbCAN
GT32,GCF_003025115.1,XP_024751553.1,Trichoderma,citrinoviride,dbCAN
GT2,GCA_002838845.1,PKK46886.1,Trichoderma,harzianum,dbCAN
GH3,GCA_000988865.1,KKP07012.1,Trichoderma,harzianum,dbCAN
AA8,GCA_012656115.1,KAF4291161.1,Aspergillus,fumigatus,dbCAN
PL1,GCA_012656215.1,KAF4262407.1,Aspergillus,fumigatus,dbCAN
GH88,GCA_900029915.1,CVL10816.1,Fusarium,proliferatum,dbCAN
GH162,GCA_003290285.1,RBA20594.1,Fusarium,proliferatum,dbCAN
CE8,GCA_900096695.1,SCO76227.1,Fusarium,oxysporum,dbCAN
GT24,GCA_000509525.1,ETM36063.1,Phytophthora,parasitica,dbCAN
GT62,GCA_003615155.1,RKL24611.1,Fusarium,oxysporum,dbCAN
AA3,GCF_000002855.3,XP_001400919.1,Aspergillus,niger,dbCAN
GT0,GCA_900029915.1,CVL00067.1,Fusarium,proliferatum,dbCAN
GH43,GCA_900029915.1,CVL12867.1,Fusarium,proliferatum,dbCAN
GT2,GCA_900044135.1,CEF75468.1,Fusarium,graminearum,CAZy
GH32,GCA_003615115.1,RKK65908.1,Fusarium,oxysporum,dbCAN
GH16,GCA_900044135.1,CEF75066.1,Fusarium,graminearum,CAZy
AA7,GCA_003615115.1,RKK70482.1,Fusarium,oxysporum,dbCAN
GT59,GCA_000509505.1,ETL90739.1,Phytophthora,parasitica,dbCAN
GH43,GCA_002234985.1,OXN06534.1,Aspergillus,fumigatus,dbCAN
GT50,GCF_000149755.1,XP_009526517.1,Phytophthora,sojae,dbCAN
GH28,GCA_002211485.2,TPR10947.1,Aspergillus,niger,dbCAN
GT32,GCA_012656165.1,KAF4264287.1,Aspergillus,fumigatus,dbCAN
GH3,GCA_900044135.1,CEF85991.1,Fusarium,graminearum,dbCAN
GH78,GCA_003615155.1,RKL10157.1,Fusarium,oxysporum,dbCAN
CBM18,GCA_004346965.1,QBZ57852.1,Magnaporthe,oryzae,CAZy
GT15,GCA_003615155.1,RKK98313.1,Fusarium,oxysporum,dbCAN
GH3,GCA_002352725.1,PCD21666.1,Fusarium,graminearum,dbCAN
CE1,GCA_003615165.1,RKK94909.1,Fusarium,oxysporum,dbCAN
AA8,GCA_003615215.1,RKL38015.1,Fusarium,proliferatum,dbCAN
GH1,GCF_900000015.1,XP_024580208.1,Plasmopara,halstedii,dbCAN
CE12,GCA_000599445.1,EYB22961.1,Fusarium,graminearum,dbCAN
AA9,GCA_004346965.1,QBZ58154.1,Magnaporthe,oryzae,CAZy
CE5,GCA_004346965.1,QBZ57866.1,Magnaporthe,oryzae,CAZy
GH43,GCA_003615115.1,RKK83461.1,Fusarium,oxysporum,dbCAN
GH18,GCA_900044135.1,CEF74633.1,Fusarium,graminearum,dbCAN
GH78,GCA_001515345.1,GAQ44900.1,Aspergillus,niger,dbCAN
PL3,GCF_000149755.1,XP_009520586.1,Phytophthora,sojae,dbCAN
CBM18,GCA_003615185.1,RKL29762.1,Fusarium,oxysporum,dbCAN
CBM18,GCA_004346965.1,QBZ64293.1,Magnaporthe,oryzae,CAZy
AA9,GCA_900029915.1,CVL03835.1,Fusarium,proliferatum,dbCAN
GH3,GCA_012656185.1,KAF4253478.1,Aspergillus,fumigatus,dbCAN
GH7,GCA_900074905.1,CZS93431.1,Rhynchosporium,agropyri,dbCAN
CBM18,GCA_003615165.1,RKL05340.1,Fusarium,oxysporum,dbCAN
GT22,GCA_000988865.1,KKP05225.1,Trichoderma,harzianum,dbCAN
GH62,GCA_012656125.1,KAF4287244.1,Aspergillus,fumigatus,dbCAN
GH132,GCA_012656165.1,KAF4275264.1,Aspergillus,fumigatus,dbCAN
GH0,GCA_003615165.1,RKK86886.1,Fusarium,oxysporum,dbCAN
GT31,GCF_003025115.1,XP_024746963.1,Trichoderma,citrinoviride,dbCAN
GH5,GCA_012295175.1,KAF4041922.1,Phytophthora,infestans,dbCAN
GH51,GCA_900029915.1,CVL06536.1,Fusarium,proliferatum,dbCAN
GH2,GCA_900080155.1,SAM74999.1,Ustilago,bromivora,CAZy
GT71,GCA_012295175.1,KAF4035035.1,Phytophthora,infestans,dbCAN
GT48,GCA_900044135.1,CEF85433.1,Fusarium,graminearum,dbCAN
GH43,GCA_900029915.1,CVL06544.1,Fusarium,proliferatum,dbCAN
CBM1,GCA_004346965.1,QBZ61671.1,Magnaporthe,oryzae,CAZy
GH12,GCA_002234985.1,OXN07560.1,Aspergillus,fumigatus,dbCAN
GT31,GCA_004346965.1,QBZ53356.1,Magnaporthe,oryzae,dbCAN
GH17,GCA_900096695.1,SCO85289.1,Fusarium,oxysporum,dbCAN
GT41,GCA_001078535.1,CCI46056.1,Albugo,candida,dbCAN
GH5,GCA_900044135.1,SCB64278.1,Fusarium,graminearum,dbCAN
AA1,GCF_000002855.3,XP_001394357.1,Aspergillus,niger,dbCAN
CE16,GCA_012656185.1,KAF4267027.1,Aspergillus,fumigatus,dbCAN
AA1,GCA_004346965.1,QBZ58298.1,Magnaporthe,oryzae,CAZy
GH55,GCA_002894145.1,PNP58596.1,Trichoderma,harzianum,dbCAN
GT1,GCA_012552325.1,KAF4129530.1,Phytophthora,infestans,dbCAN
GH17,GCA_012295175.1,KAF4027503.1,Phytophthora,infestans,dbCAN
CBM18,GCA_003615155.1,RKL02655.1,Fusarium,oxysporum,dbCAN
CE8,GCA_900044135.1,CEF78207.1,Fusarium,graminearum,dbCAN
AA1,GCA_004346965.1,QBZ56961.1,Magnaporthe,oryzae,dbCAN
GH132,GCA_900074905.1,CZS98348.1,Rhynchosporium,agropyri,dbCAN
GT71,GCF_900000015.1,XP_024577665.1,Plasmopara,halstedii,dbCAN
PL1,GCA_003615185.1,RKL20456.1,Fusarium,oxysporum,dbCAN
GH81,GCF_900000015.1,XP_024583279.1,Plasmopara,halstedii,dbCAN
CE5,GCA_012656215.1,KAF4264688.1,Aspergillus,fumigatus,dbCAN
GH2,GCA_900248155.1,SPB44565.1,Aspergillus,niger,dbCAN
AA9,GCA_900044135.1,CEF86346.1,Fusarium,graminearum,CAZy
GT2,GCA_003615165.1,RKK96128.1,Fusarium,oxysporum,dbCAN
AA9,GCF_000002855.3,XP_001392640.1,Aspergillus,niger,dbCAN
GT90,GCA_003290285.1,RBA12596.1,Fusarium,proliferatum,dbCAN
GH135,GCA_900074905.1,CZS91893.1,Rhynchosporium,agropyri,dbCAN
GH32,GCA_003615155.1,RKK93123.1,Fusarium,oxysporum,dbCAN
GH72,GCF_000149755.1,XP_009539583.1,Phytophthora,sojae,dbCAN
CBM1,GCA_900074895.1,CZT41323.1,Rhynchosporium,secalis,dbCAN
GH2,GCA_002838845.1,PKK42259.1,Trichoderma,harzianum,dbCAN
AA3,GCA_900044135.1,CEF72070.1,Fusarium,graminearum,dbCAN
GH43,GCA_900096695.1,SCO87256.1,Fusarium,oxysporum,dbCAN
CBM43,GCA_001078535.1,CCI47610.1,Albugo,candida,dbCAN
AA5,GCA_000599445.1,EYB22084.1,Fusarium,graminearum,dbCAN
GH43,GCA_012656115.1,KAF4282228.1,Aspergillus,fumigatus,dbCAN
GT1,GCA_900074905.1,CZT04409.1,Rhynchosporium,agropyri,dbCAN
GT31,GCA_002838845.1,PKK43121.1,Trichoderma,harzianum,dbCAN
GH72,GCA_000509485.1,ETL34056.1,Phytophthora,parasitica,dbCAN
GT1,GCA_900044135.1,CEF84524.1,Fusarium,graminearum,CAZy
GH43,GCA_900096695.1,SCO88701.1,Fusarium,oxysporum,dbCAN
CBM48,GCA_900029915.1,CVK96535.1,Fusarium,proliferatum,dbCAN
GH13,GCA_012656165.1,KAF4272001.1,Aspergillus,fumigatus,dbCAN
GH27,GCA_003290285.1,RBA20582.1,Fusarium,proliferatum,dbCAN
GT1,GCA_012656185.1,KAF4257088.1,Aspergillus,fumigatus,dbCAN
GT57,GCA_003615165.1,RKL06716.1,Fusarium,oxysporum,dbCAN
GH3,GCA_003615215.1,RKL47164.1,Fusarium,proliferatum,dbCAN
GH1,GCA_000509485.1,ETL39435.1,Phytophthora,parasitica,dbCAN
GH78,GCA_900248155.1,SPB48710.1,Aspergillus,niger,dbCAN
GH131,GCA_003615165.1,RKK84527.1,Fusarium,oxysporum,dbCAN
PL1,GCA_000509485.1,ETL31643.1,Phytophthora,parasitica,dbCAN
GH1,GCA_000509505.1,ETL92501.1,Phytophthora,parasitica,dbCAN
CE4,GCA_003615115.1,RKK70919.1,Fusarium,oxysporum,dbCAN
CE0,GCA_004346965.1,QBZ64194.1,Magnaporthe,oryzae,CAZy
GH162,GCA_003615115.1,RKK80544.1,Fusarium,oxysporum,dbCAN
AA1,GCF_004355905.1,XP_030978288.1,Magnaporthe,grisea,dbCAN
GH16,GCA_900096695.1,SCO76050.1,Fusarium,oxysporum,dbCAN
AA9,GCA_003615185.1,RKL36053.1,Fusarium,oxysporum,dbCAN
CE8,GCA_004346965.1,QBZ62655.1,Magnaporthe,oryzae,CAZy
GH3,GCA_003615115.1,RKK75688.1,Fusarium,oxysporum,dbCAN
CBM32,GCA_000599445.1,EYB30562.1,Fusarium,graminearum,dbCAN
AA16,GCA_900096695.1,SCO82868.1,Fusarium,oxysporum,dbCAN
GH16,GCA_002894145.1,PNP54137.1,Trichoderma,harzianum,dbCAN
GH64,GCA_003615155.1,RKK91930.1,Fusarium,oxysporum,dbCAN
AA9,GCA_003615115.1,RKK75571.1,Fusarium,oxysporum,dbCAN
GH36,GCA_012656115.1,KAF4291888.1,Aspergillus,fumigatus,dbCAN
GH3,GCA_003615115.1,RKK68733.1,Fusarium,oxysporum,dbCAN
GH3,GCA_900074895.1,CZT52589.1,Rhynchosporium,secalis,dbCAN
GH17,GCA_012656125.1,KAF4281345.1,Aspergillus,fumigatus,dbCAN
GT71,GCA_000509465.1,ETK74851.1,Phytophthora,parasitica,dbCAN
CE1,GCA_012656165.1,KAF4275914.1,Aspergillus,fumigatus,dbCAN
GT48,GCA_000509485.1,ETL35740.1,Phytophthora,parasitica,dbCAN
GH5,GCA_003615185.1,RKL24409.1,Fusarium,oxysporum,dbCAN
GH5,GCA_002894145.1,PNP42997.1,Trichoderma,harzianum,dbCAN
CE16,GCA_012656185.1,KAF4261500.1,Aspergillus,fumigatus,dbCAN
GH133,GCF_003025115.1,XP_024750144.1,Trichoderma,citrinoviride,dbCAN
CBM67,GCA_003615185.1,RKL43628.1,Fusarium,oxysporum,dbCAN
GH72,GCF_000149755.1,XP_009537695.1,Phytophthora,sojae,dbCAN
GH5,GCA_012656125.1,KAF4282687.1,Aspergillus,fumigatus,dbCAN
GH43,GCA_002234955.1,OXN28387.1,Aspergillus,fumigatus,dbCAN
GH55,GCA_001515345.1,GAQ36083.1,Aspergillus,niger,dbCAN
GH18,GCA_002894145.1,PNP49836.1,Trichoderma,harzianum,dbCAN
AA9,GCA_004346965.1,QBZ56889.1,Magnaporthe,oryzae,dbCAN
AA3,GCA_004346965.1,QBZ56265.1,Magnaporthe,oryzae,CAZy
GH5,GCA_000599445.1,EYB23285.1,Fusarium,graminearum,dbCAN
GH27,GCA_004346965.1,QBZ63965.1,Magnaporthe,oryzae,dbCAN
GH10,GCA_002838845.1,PKK48661.1,Trichoderma,harzianum,dbCAN
CBM1,GCA_900044135.1,CEF72527.1,Fusarium,graminearum,CAZy
GH16,GCA_000509525.1,ETM44354.1,Phytophthora,parasitica,dbCAN
GT8,GCA_012656165.1,KAF4258656.1,Aspergillus,fumigatus,dbCAN
GH3,GCA_004346965.1,QBZ60328.1,Magnaporthe,oryzae,dbCAN
CE0,GCA_002234985.1,OXN07242.1,Aspergillus,fumigatus,dbCAN
CBM1,GCA_003615115.1,RKK70082.1,Fusarium,oxysporum,dbCAN
CE4,GCA_003615165.1,RKK82881.1,Fusarium,oxysporum,dbCAN
GT69,GCA_003615155.1,RKL18675.1,Fusarium,oxysporum,dbCAN
GH37,GCA_003615185.1,RKL48282.1,Fusarium,oxysporum,dbCAN
GH16,GCA_002838845.1,PKK43237.1,Trichoderma,harzianum,dbCAN
CBM1,GCF_003025115.1,XP_024750547.1,Trichoderma,citrinoviride,dbCAN
GH2,GCA_000599445.1,EYB26441.1,Fusarium,graminearum,dbCAN
GT32,GCA_003615215.1,RKL47393.1,Fusarium,proliferatum,dbCAN
GH18,GCA_000599445.1,EYB33358.1,Fusarium,graminearum,dbCAN
CE8,GCA_012552325.1,KAF4140033.1,Phytophthora,infestans,dbCAN
GH31,GCA_900074885.1,CZS87943.1,Rhynchosporium,commune,dbCAN
GH72,GCF_003025115.1,XP_024746778.1,Trichoderma,citrinoviride,dbCAN
GH29,GCA_003290285.1,RBA20687.1,Fusarium,proliferatum,dbCAN
CBM18,GCF_004355905.1,XP_030983196.1,Magnaporthe,grisea,dbCAN
AA17,GCA_000509465.1,ETK82650.1,Phytophthora,parasitica,CAZy
GH31,GCA_003615165.1,RKL11041.1,Fusarium,oxysporum,dbCAN
GT25,GCF_003025115.1,XP_024749396.1,Trichoderma,citrinoviride,dbCAN
GH3,GCA_000509525.1,ETM41887.1,Phytophthora,parasitica,dbCAN
GT41,GCA_012656125.1,KAF4286625.1,Aspergillus,fumigatus,dbCAN
GH3,GCA_002211485.2,TPR02762.1,Aspergillus,niger,dbCAN
AA1,GCA_004346965.1,QBZ65858.1,Magnaporthe,oryzae,dbCAN
PL1,GCA_900096695.1,SCO89909.1,Fusarium,oxysporum,dbCAN
GH2,GCA_004346965.1,QBZ63581.1,Magnaporthe,oryzae,CAZy
GT8,GCA_012552325.1,KAF4128445.1,Phytophthora,infestans,dbCAN
GT4,GCA_900044135.1,CEF79202.1,Fusarium,graminearum,dbCAN
AA1,GCA_003615155.1,RKK98266.1,Fusarium,oxysporum,dbCAN
CE4,GCA_900248155.1,SPB50575.1,Aspergillus,niger,dbCAN
AA8,GCA_900096695.1,SCO80923.1,Fusarium,oxysporum,dbCAN
AA3,GCF_000002855.3,XP_001396848.2,Aspergillus,niger,dbCAN
